ME-NEXUS_INFRA_ID,INFRA_NAME,INFRA_IS_ACTIVE,INFRA_DESCRIPTION,INFRA_PARENT_ORGANIZATION,INFRA_HAS_API,INFRA_RELEASE_DATE,INFRA_LATEST_VERSION,INFRA_LICENSE,INFRA_YEARLY_CORPORATE_PRICING,INFRA_FUNCTIONAL_TYPE,INFRA_STRUCTURAL_TYPE,INFRA_RELATED_SERVICES,INFRA_RELATED_CONTENT_TYPES
8465778e-726d-4f32-aa4b-170da58b28b4,Telestream Vidchecker,True,File-based video QC and compliance software.,"Telestream, LLC",True,2010.0,8.2,Subscription,"$5,001 – $10,000",VideoSoftware,Cloud,Production Services,"Scripted Content, Promotional Content, Unscripted"
2b5bcc1c-6501-4f69-adde-aba3c8cc67ba,Backstage,True,"Backstage is an open-source developer portal platform, originally created by Spotify, for building and managing infrastructure tooling.",Backstage,True,2020.0,2,Free,Free,CollaborationAndCommunication,Cloud,Production Services,Scripted Content
280cd68f-7925-4bd5-9269-118547812f51,Evernote,True,"Evernote is a note-taking and organization application for capturing, organizing, and sharing notes and ideas.",Bending Spoons S.p.A. (Evernote Corporation),True,2008.0,10.9x,"Subscription, Free",$101 – $500,CollaborationAndCommunication,Cloud,Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
15427449-ae52-4f1f-8ace-969f70a43067,Mac,True,macOS is the proprietary operating system developed by Apple for its line of Macintosh computers.,Apple Inc.,True,1984.0,macOS 16,Free,Free,OperatingSystem,Software,,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
5dfc3e1a-efd6-4036-abae-cbfbb48b996f,Perforce,True,Perforce Helix Core is a version control and collaboration platform for managing large codebases and digital assets.,"Perforce Software, Inc.",True,1995.0,2025.2 (Helix Core),"Subscription, Free",$101 – $500,GameDevelopmentSoftware,Software,"Game Development, Production Services","Video Game, Scripted Content, Unscripted, Location-Based Content"
7477c092-5b16-4e33-8da0-b71071ea5314,Qlik Sense,True,Qlik Sense is a business intelligence and data visualization platform that enables self-service data analytics.,QlikTech International AB,True,2014.0,November 2025 Release,Subscription,"$1,001 – $5,000",DataManagement,Software,Managed Services,Scripted Content
b56337b6-e477-4295-b1b2-e6e3953a942b,SolidWorks,True,3D CAD design software for mechanical engineering and product design,Dassault Systemes,True,1995.0,2026,Subscription,"$1,001 – $5,000",CADSoftware,Software,Design,Scripted Content
ee93a206-e354-4a91-af3d-7204e3b6b24f,Spike,True,Email and messaging platform that converts email into chat-like conversations,Spike Technologies,True,2013.0,SaaS Tool,Subscription,Consumption,CommunicationAndTeamManagement,Software,Game Development,Scripted Content
b2d11a69-9fc2-40e7-8cf9-dc74f795954d,Sun Studio,False,"Integrated development environment for C, C++, and Fortran",Oracle Corporation,True,2003.0,12.6 (Final Version),Subscription,≤ $100,SoftwareDeveloperKit,Software,Managed Services,"Scripted Content, Promotional Content, Unscripted"
535d00e4-0608-4530-9905-7f4af927a27a,Terragen,True,3D landscape and terrain generation software,Planetside Software LLC,True,1999.0,4.8,Subscription,"$501 – $1,000",3DDesignSoftware,Software,"3D Asset Creation, Game Development, Worldbuilding","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
92d0f845-dc22-40d1-b6fc-c344cf7336ea,VoiceQ,True,ADR and dubbing software for film and TV localization.,Kiwa Digital Ltd.,True,2008.0,7,Subscription,"$501 – $1,000",Audio Software,Software,Production Services,Scripted Content
deffd647-6608-4e45-bbcd-f9c6db73e07f,ftrack,True,Project management and collaboration platform designed for creative teams in media and entertainment,Backlight Parent Corporation,True,2011.0,SaaS Tool,Subscription,"$501 – $1,000",CollaborationAndCommunication,Cloud,Production Services,"Scripted Content, Promotional Content, Social, Unscripted"
36b47401-e1d7-4c74-99b2-ed6574a872bb,nTopology,True,Generative design software for advanced engineering.,"nTop, Inc.",True,2019.0,5,Subscription,"$10,001+",CADSoftware,Software,3D Asset Creation,Scripted Content
b55a2ad5-b983-4b1f-b91d-a89dc0c7e697,Autodesk 3ds Max,True,"Autodesk 3ds Max is a professional 3D modeling, animation, and rendering software used for design visualization, games, and film.","Autodesk, Inc.",True,1996.0,2026,Subscription,"$1,001 – $5,000",3DDesignSoftware,Software,"Animation, 3D Asset Creation, Concept Development, Visual Effects, FX-Simulation, Game Development, Layout, Lighting, Motion Graphics, Previsualization, Rendering, Virtual Production, Virtual Scouting, Worldbuilding","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Reality, Location-Based Content"
e79d87df-1c92-43e2-8b7a-dd31be436851,APM Music,True,"APM Music is a production music library providing licensed tracks for film, television, games, and advertising.",Snapmuse,False,1983.0,SaaS Tool,Subscription,Consumption,StockMediaSoftware,Software,Sound Design,Scripted Content
30a4cefa-e040-46e7-a7f9-f7407f9642f3,Altair Inspire,True,Altair Inspire is a simulation-driven design and optimization software used for creating lightweight and efficient structural designs.,Altair,True,2009.0,2025,Subscription,"$1,001 – $5,000",CADSoftware,Software,Design,Scripted Content
f2b67b92-72d2-4dd2-8f8d-7aa23b5fc32b,Amazon S3,True,"Amazon Simple Storage Service (S3) is an object storage service offering industry-leading scalability, data availability, and security.","Amazon Web Services, Inc.",True,2006.0,SaaS Tool,Consumption,Consumption,CloudPlatform,Cloud,Managed Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Reality, Location-Based Content"
05e9aef9-8467-4fe2-b76d-70f65dbe7197,Canva,True,"Canva is a web-based graphic design platform for creating social media graphics, presentations, and other marketing materials.",Canva Pty Ltd,True,2013.0,SaaS Tool,Subscription,$101 – $500,"GraphicDesignSoftware, ContentMarketingSoftware",Cloud,Concept Development,"Promotional Content, Social"
9171bb20-a994-4ce3-a828-6f5dba616901,Godot Engine,True,Godot Engine is a free and open-source game engine that supports both 2D and 3D game development.,Okam Studio,True,2014.0,4.5,"Free, Open-Source",Free,GameEngine,Software,Game Development,Video Game
87b95ba2-8921-4807-9aa8-dd175bfa48a1,QuadSpinner Gaea,True,"QuadSpinner Gaea is a terrain generation software for creating realistic landscapes for games, film, and visualization.",QuadSpinner,True,2019.0,2,"Permanent, Free",$101 – $500,"3DDesignSoftware, GameDevelopmentSoftware",Software,"3D Asset Creation, Game Development, Worldbuilding","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
730d99d1-e060-4d79-bfe6-f5469b44757a,Autodesk Arnold,True,Autodesk Arnold is an advanced Monte Carlo ray tracing renderer used for creating photorealistic visual effects and animations.,"Autodesk, Inc.",True,1999.0,7.4,Subscription,$101 – $500,3DDesignSoftware,Software,Rendering,"Scripted Content, Video Game, Promotional Content, Social, Reality, Unscripted, Location-Based Content"
76106c57-2af5-4b36-a42c-4a7f93aa4838,Autodesk Maya,True,"Autodesk Maya is a professional 3D computer animation, modeling, simulation, and rendering software for film, games, and television.","Autodesk, Inc.",True,1998.0,2026,Subscription,"$1,001 – $5,000",3DDesignSoftware,Software,"Animation, 3D Asset Creation, Visual Effects, FX-Simulation, Layout, Lighting, Motion Graphics, Rendering, Worldbuilding","Scripted Content, Video Game, Promotional Content, Social, Reality, Location-Based Content"
a8f6cfe6-2754-4042-909a-a494f4de42f3,Autodesk MotionBuilder,True,Autodesk MotionBuilder is a professional 3D character animation software used for motion capture data editing and real-time animation.,"Autodesk, Inc.",True,1995.0,2026,Subscription,"$1,001 – $5,000",3DDesignSoftware,Software,Animation,"Scripted Content, Video Game, Promotional Content, Social, Reality, Location-Based Content"
69dce04f-c26a-4b5a-aa24-b98526d09099,CATIA,True,"Dassault Systèmes CATIA is a comprehensive 3D CAD software suite used for product design, engineering, and manufacturing.",Dassault Systemes,True,1982.0,R2026x,Subscription,"$5,001 – $10,000",CADSoftware,Software,Design,Scripted Content
772cf9f7-d467-49b7-b337-4bf5fa524ad5,COMSOL Multiphysics,True,COMSOL Multiphysics is a simulation software for physics-based modeling and analysis across various engineering disciplines.,COMSOL AB,True,1998.0,6.4,Subscription,"$10,001+",CADSoftware,Software,Design,Scripted Content
04fcb013-f2bd-407e-a490-4e291fefde17,Celtx,True,"Celtx is a cloud-based pre-production suite used for screenwriting, storyboarding, and production planning.",Backlight Parent Corporation,False,2006.0,SaaS Tool,Subscription,"$501 – $1,000",CommunicationAndTeamManagement,Cloud,Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted"
e9176e8d-8e8e-40c2-8a4c-dc49aa4001ca,Grit,True,Grit is a game engine and development framework for creating interactive 3D experiences and games.,Grit Game Engine,True,2008.0,2.7.x,"Free, Open-Source",Free,"GameEngine, GameDevelopmentSoftware","Software, Cloud",Managed Services,Video Game
d720703d-81c5-4087-85b1-efc6c4a152af,Rotopaint,False,Rotoscoping and paint tool within Nuke,The Foundry Visionmongers Ltd.,True,1993.0,(Part of Nuke 16.0),Subscription,Free,VideoSoftware,Software,Compositing,Scripted Content
41388f91-5672-4c48-99b0-0cd862563c10,Stingray,False,Discontinued 3D game engine,"Autodesk, Inc.",True,2015.0,1.9 (Final Version),Subscription,END_OF_LIFE,GameEngine,Software,Game Development,Scripted Content
bce241a6-dcaf-482f-b5a3-4712f21102b8,Vibeo,True,Video collaboration and review platform,Vibeo,True,2021.0,SaaS Tool,"Subscription, Free",Consumption,CommunicationAndTeamManagement,Software,Production Services,Scripted Content
b0521f78-356d-4d00-b2ca-a923750e4091,Bluebeam Revu,True,"Bluebeam Revu is a PDF editing and markup software specialized for the architecture, engineering, and construction (AEC) industries.","Bluebeam, Inc.",True,2002.0,22,Subscription,"$501 – $1,000",VideoSoftware,Software,Production Services,Scripted Content
0dfdb77a-920e-4565-8cae-7e9f44cbe1c0,Katana,True,Foundry Katana is a 3D lighting and look development software used in high-end VFX and animation production pipelines.,The Foundry Visionmongers Ltd.,True,2004.0,8,Subscription,"$5,001 – $10,000",3DDesignSoftware,Software,Lighting,"Scripted Content, Promotional Content"
7ee994b8-68a5-4b4a-9431-6b4e7adca47c,Microsoft Office 365,True,"Microsoft 365 is a subscription-based productivity suite that includes applications like Word, Excel, and PowerPoint.",Microsoft Corporation,True,2011.0,SaaS Tool,Subscription,$101 – $500,CommunicationAndTeamManagement,"Cloud, Software",Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
c9d6447d-a002-4c76-a998-bf27a3d57bcf,Phoenix FD,True,"Chaos Phoenix is a fluid dynamics simulation software for 3ds Max and Maya, used to create fire, smoke, and liquid effects.",Chaos Software LTD EOOD,True,2010.0,5.2,Subscription,"$501 – $1,000",3DDesignSoftware,Software,FX-Simulation,"Scripted Content, Promotional Content, Location-Based Content, Unscripted"
df4552f5-e1b5-4cdb-a7b6-38f3f22f1453,PremiumBeat,True,PremiumBeat is a royalty-free music and sound effects library that provides licensed audio for creative projects.,Shutterstock Inc.,True,2005.0,SaaS Tool,Subscription,$101 – $500,StockMediaSoftware,Software,Production Services,Scripted Content
0f14dbac-6ed5-4f5f-b02e-b61335ec7879,Promethean,True,Promethean provides interactive display and educational technology solutions for classrooms and collaborative environments.,Promethean,True,1996.0,3.2 (ActivInspire),Permanent,Consumption,Education,Software,Education,Scripted Content
c6eff389-3169-4c67-85f7-3dc977f662cf,Sapien Technologies,True,PowerShell and Windows development tools,Sapien Technologies,True,1997.0,2025 versions,Subscription,Consumption,SoftwareDeveloperKit,Software,Design,Scripted Content
910d2965-632f-4787-940c-e09e9feac958,SharePoint,True,Web-based collaboration and document management platform,Microsoft Corporation,True,2001.0,SaaS Tool,Subscription,$101 – $500,CollaborationAndCommunication,Software,Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
9048dd88-ca55-441e-bbb5-9e8970573fe0,Sound Forge,True,Digital audio editing software for Windows,Magix Software,False,1993.0,Pro 19,Subscription,$101 – $500,Audio Software,Software,Sound Design,Scripted Content
3a127ba2-672b-4144-b346-a3409a5e6cb5,Spyne,True,AI-powered automotive photography and image processing platform,Spyne Technologies,True,2018.0,SaaS Tool,Subscription,Consumption,"PhotographySoftware, GenerativeAISoftware",Software,Generative AI,Promotional Content
5ec37ace-56be-4559-823b-910c6a391a3d,Unreal Engine 3,True,Legacy version of Unreal Engine game development platform,"Epic Games, Inc.",False,2006.0,3.5 (Final UDK),"Free, Subscription","$1,001 – $5,000","GameEngine, GameDevelopmentSoftware",Software,"Animation, Game Development, Extended Reality, Rendering, Worldbuilding","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
14889792-9cb1-43fc-add7-bfcf3ae280a8,Tahoma2D,True,Open-source 2D animation software,Tahoma2D Team,True,1993.0,2,"Open-Source, Free",Free,GraphicDesignSoftware,Software,Animation,Scripted Content
8dfadee1-32d0-4e04-aae5-84312d6e5df8,VizRT,True,Real-time graphics and video production software for broadcast.,Vizrt Group AS,True,1997.0,Viz Engine 5.2,Subscription,"$10,001+","GameEngine, VideoSoftware",Software,Motion Graphics,Unscripted
d07a9de3-db57-4a66-9c86-44102a229673,Altair Inspire Studio,True,"Altair Inspire Studio is an industrial design software that integrates sketching, modeling, and rendering into a single workflow.",Altair,True,2019.0,2025,Subscription,"$1,001 – $5,000",CADSoftware,Software,Design,Scripted Content
a1bd5e4b-8452-4a1a-9de0-28dc7d3ea633,Autodesk Fusion,True,"Autodesk Fusion 360 is a cloud-based 3D CAD, CAM, CAE, and PCB design platform for integrated product development.","Autodesk, Inc.",True,2013.0,SaaS Tool,Subscription,"$501 – $1,000",CADSoftware,Software,Design,Scripted Content
17a5c1cc-e13e-47e9-afcc-45da08c7166b,Aximmetry Virtual Production Platform,True,Aximmetry Virtual Production Platform is a real-time virtual studio and augmented reality broadcasting system for media production.,Aximmetry Technologies Ltd.,True,2008.0,2025.x,Subscription,"$1,001 – $5,000","GameEngine, VideoSoftware",Software,Virtual Production,"Scripted Content, Promotional Content, Unscripted, Location-Based Content"
e7b7fe5d-5ef8-4307-91bf-27fbac72a0a9,Clarisse iFX,False,"Clarisse iFX was a high-end 3D computer graphics software for look development, lighting, and rendering in VFX, now discontinued.",Isotropix,True,2012.0,6,Subscription,END_OF_LIFE,VideoSoftware,Software,"Lighting, Rendering",Scripted Content
79d12ba1-55b1-413d-823c-c78608583360,Autodesk Dynamo,False,Autodesk Dynamo is a visual programming tool that enables computational design and automation within BIM workflows.,"Autodesk, Inc.",True,2011.0,3.6.1,Subscription,Free,CADSoftware,Software,Design,Scripted Content
2f273584-0778-4a26-8e90-ece12c7f0c4e,Autodesk Flame,True,"Autodesk Flame is a high-end visual effects, finishing, and color grading software for film and television post-production.","Autodesk, Inc.",True,1992.0,2026,Subscription,"$5,001 – $10,000",VideoSoftware,Software,Compositing,"Scripted Content, Promotional Content, Social, Unscripted"
a60c4c3f-5c5b-4afb-9d0f-9d2c2570d0e4,FairFight,False,FairFight is an anti-cheat system for online games that provides real-time cheat detection and prevention.,i3D.net,False,2012.0,SaaS Tool,Permanent,$101 – $500,GameDevelopmentSoftware,Software,Game Development,Scripted Content
05792277-51d4-42f9-a55b-17b92b7b744b,Lumion,True,Lumion is a 3D rendering software specifically designed for architectural visualization and design professionals.,Act-3D B.V.,False,2010.0,2025,Subscription,"$1,001 – $5,000","3DDesignSoftware, CADSoftware",Software,Rendering,Promotional Content
67d57850-d6b6-414c-9a4c-9a0c71969db3,MATLAB/Simulink,True,MATLAB and Simulink are a numerical computing and model-based design environment for engineers and scientists.,MathWorks,True,1984.0,R2025b,Subscription,"$501 – $1,000",CADSoftware,Software,Design,Scripted Content
4717de8c-227b-4724-9175-b57aa92e3c80,Mocha,True,"Boris FX Mocha Pro is a professional planar tracking and visual effects software used for rotoscoping, object removal, and stabilization.","Boris FX, Inc.",True,2005.0,2025.5,Subscription,"$501 – $1,000",VideoSoftware,Software,Compositing,"Scripted Content, Promotional Content, Unscripted"
e466ef33-85bb-4ecd-a4de-3afdfe859f81,PTC Windchill,True,PTC Windchill is a product lifecycle management (PLM) software for managing product data and development processes.,PTC Inc.,True,1998.0,13.1,Subscription,"$10,001+",CADSoftware,Software,Design,Scripted Content
d5f2ca6d-5b0b-4141-b792-bf8317437ed8,RubySketch,True,Drawing or sketching software (specific tool unclear),Unknown,True,2000.0,(Dependent on SketchUp version),Subscription,"$501 – $1,000","SoftwareDeveloperKit, CADSoftware",Software,"Game Development, Production Services",Scripted Content
f88ab96e-8977-4259-804a-5fd77040d429,Google Cloud Storage,True,Google Cloud Storage is an object storage service for storing and accessing data on Google's infrastructure.,Google LLC,True,2010.0,SaaS Tool,Consumption,Consumption,CloudPlatform,Cloud,Managed Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
b2dcf797-675d-4ce1-8d06-297c9fa820c0,Highland 2,True,"Highland 2 is a screenwriting and story development software designed for writers, focusing on a minimal, distraction-free interface.",Quote-unquote apps,False,2012.0,2.9.x,Permanent,Free,ContentMarketingSoftware,Software,Scripting,"Scripted Content, Promotional Content"
03b05d00-adcb-45c5-8178-9e05d5f72db5,PaintShop Pro,True,PaintShop Pro is a raster and vector graphics editor for photo editing and graphic design on Windows.,Corel Corporation,True,1990.0,2026,Permanent,$101 – $500,"GraphicDesignSoftware, PhotographySoftware",Software,Concept Development,"Promotional Content, Social"
c311759c-de2b-403e-b89f-94365f56092d,Pinterest,True,Pinterest is a visual discovery and social media platform for finding and sharing ideas through images and videos.,Pinterest Inc.,True,2010.0,SaaS Tool,Free,Free,CollaborationAndCommunication,Cloud,"Production Services, Concept Development","Promotional Content, Social"
cffc4e10-2259-4d9f-83c6-5258a6649682,Rebelle,True,"Rebelle is a digital painting software that realistically simulates traditional media like watercolor, oil, and acrylic paints.",Escape Motions,True,2015.0,8,Permanent,$101 – $500,GraphicDesignSoftware,Software,Concept Development,"Promotional Content, Social"
80585523-a3e8-4ce8-a197-74683106d74b,Redshift,True,"Maxon Redshift is a GPU-accelerated, biased rendering engine for creating high-quality",Maxon,True,2014.0,3.7.x,Subscription,"$501 – $1,000",3DDesignSoftware,Software,Rendering,"Scripted Content, Promotional Content, Unscripted, Location-Based Content, Social"
7685dd70-7c7d-4137-9f3f-90e02dacdb42,Rhino3D,True,3D computer graphics and computer-aided design software,Robert McNeel & Associates,True,1998.0,9,Permanent,"$1,001 – $5,000","3DDesignSoftware, CADSoftware",Software,Design,Scripted Content
657c2063-eb9c-4bc5-a984-aff3eb185fe7,SQLite,True,Embedded SQL database engine,SQLite Development Team,True,2000.0,3.49.0,"Open-Source, Free",Free,SoftwareDeveloperKit,Software,Managed Services,Scripted Content
0269d121-b8cf-41d1-81b9-3cc4153d97db,Siemens Teamcenter,True,Product lifecycle management (PLM) system.,Siemens Digital Industries Software (Siemens AG),True,1986.0,25.x,Subscription,"$10,001+",CADSoftware,Software,Design,Scripted Content
a0ebcb90-9178-4190-a7ee-e2bd5945fffe,SpeedTree,True,Procedural vegetation modeling software for games and film,Unity Software Inc.,True,2002.0,10,Subscription,"$501 – $1,000","GameDevelopmentSoftware, 3DDesignSoftware",Software,"3D Asset Creation, Game Development, Worldbuilding","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
c902e497-2465-4c6d-bb96-df1b9f0db5cd,Spine,True,2D skeletal animation software for games,Esoteric Software,True,2013.0,4.2,Permanent,$101 – $500,GameDevelopmentSoftware,Software,"Animation, Game Development",Video Game
46ac7609-341a-4c92-96dd-d29f20abf178,Spotify,True,Music streaming service and platform,Spotify Technology S.A.,True,2008.0,SaaS Tool,"Subscription, Free",≤ $100,MediaService,Cloud,,Scripted Content
3f2bee97-4cd3-47fe-a8a8-201d5af5a993,Toon Boom Storyboard,True,Storyboarding software for animation and film pre-production,Toon Boom Animation Inc.,True,2008.0,Pro 25,Subscription,"$1,001 – $5,000",VideoSoftware,Software,Concept Development,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
1e2d0630-6224-4f58-9000-c4a5a989b971,Plasticity,True,"Plasticity is a NURBS-based CAD software designed for artists and industrial designers, focusing on hard-surface modeling.",Plasticity,False,2023.0,2,Subscription,$101 – $500,CADSoftware,Software,Design,Promotional Content
dab0851a-8ffa-4b09-8133-53f33a9410e1,Taiga,True,Digital health solutions and healthcare technology,Kaleidos,True,2014.0,7,"Open-Source, Free, Subscription",Free,CommunicationAndTeamManagement,Software,Design,Scripted Content
f0a0920a-c5ce-491f-8f7f-a7b93966c37e,WeVideo,True,Cloud-based video editing platform,WeVideo Inc.,True,2011.0,SaaS Tool,"Subscription, Free",$101 – $500,VideoSoftware,Software,"Editorial, Motion Graphics",Scripted Content
,3DCoat,,,,,,,,,,,,
,3DEqualizer,,,,,,,,,,,,
,3Delight,,,,,,,,,,,,
,AWS Krakatoa,,,,,,,,,,,,
,AWS Sequoia,,,,,,,,,,,,
,Adobe Flash,,,,,,,,,,,,
,Adobe Lightroom,,,,,,,,,,,,
,Amazon Nimble Studio,,,,,,,,,,,,
,Autodesk Mudbox,,,,,,,,,,,,
,Autodesk Shotgrid,,,,,,,,,,,,
,Autodesk Softimage,,,,,,,,,,,,
,Avid Media Composer,,,,,,,,,,,,
,Blackmagic Fusion,,,,,,,,,,,,
,Boujou,,,,,,,,,,,,
,Chaos Corona,,,,,,,,,,,,
,CryEngine,,,,,,,,,,,,
,E-on Vue,,,,,,,,,,,,
,FumeFX,,,,,,,,,,,,
,Karma,,,,,,,,,,,,
,Maxwell Render,,,,,,,,,,,,
,Microsoft Azure,,,,,,,,,,,,
,PFTrack,,,,,,,,,,,,
,Quixel,,,,,,,,,,,,
,RayFire,,,,,,,,,,,,
,Niagara (Unreal Engine),,,,,,,,,,,,
,RealityCapture,,,,,,,,,,,,
,Shapr3D,,,,,,,,,,,,
,nCloth,,,,,,,,,,,,
,nHair,,,,,,,,,,,,
